category,Users,Volume,Transactions
1537228800000,21,21,21
1537142400000,17,17,17
1537056000000,21,21,21
1536969600000,12,12,12
1536883200000,29,29,29
1536796800000,26,26,26
1536710400000,26,26,26
1536624000000,18,18,18
1536537600000,16,16,16
1536451200000,18,18,18
1536364800000,16,16,16
1536278400000,29,29,29
1536192000000,26,26,26
1536105600000,24,24,24
1536019200000,25,25,25
1535932800000,9,9,9
1535846400000,20,20,20
1535760000000,15,15,15
1535673600000,8,8,8
1535587200000,9,9,9
1535500800000,11,11,11
1535414400000,8,8,8
1535328000000,14,14,14
1535241600000,12,12,12
1535155200000,12,12,12
1535068800000,19,19,19
1534982400000,15,15,15
1534896000000,20,20,20
1534809600000,14,14,14
1534723200000,16,16,16
1534636800000,37,37,37
1534550400000,20,20,20
1534464000000,15,15,15
1534377600000,9,9,9
1534291200000,14,14,14
1534204800000,10,10,10
1534118400000,21,21,21
1534032000000,8,8,8
1533945600000,6,6,6
1533859200000,16,16,16
1533772800000,9,9,9
1533686400000,11,11,11
1533600000000,10,10,10
1533513600000,12,12,12
1533427200000,14,14,14
1533340800000,10,10,10
1533254400000,18,18,18
1533168000000,16,16,16
1533081600000,12,12,12
1532995200000,16,16,16
1532908800000,9,9,9
1532822400000,14,14,14
1532736000000,17,17,17
1532649600000,17,17,17
1532563200000,15,15,15
1532476800000,18,18,18
1532390400000,25,25,25
1532304000000,9,9,9
1532217600000,17,17,17
1532131200000,21,21,21
1532044800000,18,18,18
1531958400000,20,20,20
1531872000000,14,14,14
1531785600000,30,30,30
1531699200000,38,38,38
1531612800000,29,29,29
1531526400000,9,9,9
1531440000000,17,17,17
1531353600000,20,20,20
1531267200000,34,34,34
1531180800000,58,58,58
1531094400000,58,58,58
1531008000000,70,70,70
1530921600000,38,38,38
1530835200000,24,24,24
1530748800000,43,43,43
1530662400000,20,20,20
1530576000000,26,26,26
1530489600000,22,22,22
1530403200000,26,26,26
1530316800000,33,33,33
1530230400000,41,41,41
1530144000000,37,37,37
1530057600000,47,47,47
1529971200000,45,45,45
1529884800000,48,48,48
1529798400000,37,37,37
1529712000000,41,41,41
1529625600000,46,46,46
1529539200000,40,40,40
1529452800000,48,48,48
1529366400000,45,45,45
1529280000000,36,36,36
1529193600000,38,38,38
1529107200000,29,29,29
1529020800000,41,41,41
1528934400000,40,40,40
1528848000000,44,44,44
1528761600000,41,41,41
1528675200000,39,39,39
1528588800000,36,36,36
1528502400000,27,27,27
1528416000000,28,28,28
1528329600000,20,20,20
1528243200000,22,22,22
1528156800000,17,17,17
1528070400000,16,16,16
1527984000000,12,12,12
1527897600000,23,23,23
1527811200000,15,15,15
1527724800000,14,14,14
1527638400000,14,14,14
1527552000000,8,8,8
1527465600000,23,23,23
1527379200000,20,20,20
1527292800000,18,18,18
1527206400000,28,28,28
1527120000000,21,21,21
1527033600000,25,25,25
1526947200000,14,14,14
1526860800000,18,18,18
1526774400000,20,20,20
1526688000000,39,39,39
1526601600000,12,12,12
1526515200000,23,23,23
1526428800000,27,27,27
1526342400000,44,44,44
1526256000000,38,38,38
1526169600000,39,39,39
1526083200000,44,44,44
1525996800000,39,39,39
1525910400000,41,41,41
1525824000000,68,68,68
1525737600000,62,62,62
1525651200000,33,33,33
1525564800000,17,17,17
1525478400000,30,30,30
1525392000000,82,82,82
1525305600000,4,4,4
1525219200000,2,2,2
1525132800000,4,4,4
1525046400000,1,1,1
1524960000000,6,6,6
1524873600000,1,1,1
1524787200000,3,3,3
1524700800000,8,8,8
1524614400000,4,4,4
1524528000000,10,10,10
1524441600000,2,2,2
1524355200000,3,3,3
1524268800000,4,4,4
1524182400000,6,6,6
1524096000000,12,12,12
1524009600000,8,8,8
1523923200000,9,9,9
1523836800000,33,33,33
1523750400000,35,35,35
1523664000000,18,18,18
1523577600000,31,31,31
1523491200000,19,19,19
1523404800000,14,14,14
1523318400000,11,11,11
1523232000000,24,24,24
1523145600000,23,23,23
1523059200000,17,17,17
1522972800000,14,14,14
1522886400000,8,8,8
1522800000000,10,10,10
1522713600000,17,17,17
1522627200000,14,14,14
1522540800000,11,11,11
1522454400000,18,18,18
1522368000000,9,9,9
1522281600000,6,6,6
1522195200000,7,7,7
1522108800000,19,19,19
1522022400000,15,15,15
1521936000000,19,19,19
1521849600000,10,10,10
1521763200000,4,4,4
1521676800000,7,7,7
1521590400000,5,5,5
1521504000000,4,4,4
1521417600000,6,6,6
1521331200000,4,4,4
1521244800000,8,8,8
1521158400000,14,14,14
1521072000000,9,9,9
1520985600000,94,94,94
1520899200000,4,4,4
1520812800000,1,1,1
1520726400000,2,2,2
1520640000000,3,3,3
1520553600000,1,1,1
1520467200000,1,1,1
1520380800000,0,0,0
1520294400000,3,3,3
1520208000000,0,0,0
1520121600000,3,3,3
1520035200000,1,1,1
1519948800000,2,2,2
1519862400000,3,3,3
1519776000000,5,5,5
1519689600000,7,7,7
1519603200000,4,4,4
1519516800000,2,2,2
1519430400000,2,2,2
1519344000000,2,2,2
1519257600000,4,4,4
1519171200000,4,4,4
1519084800000,11,11,11
1518998400000,15,15,15
1518912000000,46,46,46
1518825600000,0,0,0
1518739200000,2,2,2
